
City,Number of Tracts,Total polulation,Percent Black,Percent White,Edge,Edge rank,HEdge,HEdge rank,HEdgeInfinity (True),HEdgeInfinity (True) rank,Typo HEI,Typo HEI rank,Dissimilarity,Dissimilarity rank,Gini,Gini rank,Moran's I,Moran's I rank,Population standard deviation
Cedar-Rapids_IA,69,268174.0,1.3632939807736768,97.04594778017257,0.4841659383250249,50,0.5109757886527361,96,0.5193297419388746,98,0.002745354731229018,9,0.37431942965671128,89,0.52981153793482272,85,0.33776402031426045,82,1930.6154489597959
Charlotte-Concord-Gastonia_NC-SC,344,1564317.0,19.50295240670529,78.57179842704515,0.45584035026623143,71,0.578406685394928,60,0.6259840576597172,54,0.0008241032121519306,66,0.47389384732371104,62,0.64198218519570904,58,0.38198971320226893,68,2247.091189804526
Chattanooga_TN-GA,131,546462.0,11.112026087815805,87.41650837569675,0.5203826458534382,28,0.6185117951068901,37,0.6891097218158749,20,0.0018180016336974555,36,0.63765810886083563,18,0.78714988730495394,17,0.46127709744386663,54,2627.1598930749974
Chicago-Naperville-Elgin_IL-IN-WI,1972,8326535.0,18.442221164025614,67.54238107448056,0.5723520145178072,11,0.7148703047757439,7,0.7528991522270847,7,0.0009770475089845958,63,0.66584313738652712,13,0.81665794529226332,11,0.5006129782098256,44,2568.1249198497067
Cincinnati_OH-KY-IN,494,2004607.0,10.267848012104118,88.2903232404157,0.5393306850643306,18,0.6418862894768316,21,0.7168473887911699,14,0.0021506041173596246,23,0.68761535787948358,7,0.83083262343459008,8,0.48671085661787167,49,2041.0521255351214
Cleveland-Elyria_OH,725,2269786.0,16.635753326525055,79.93846115889339,0.6509890845068436,2,0.770778554185297,2,0.7942324612528675,2,0.0030260935993016358,8,0.73380874304901011,2,0.87027812831994678,2,0.7631729724461904,5,1682.9858719384283
Colorado-Springs_CO,101,445156.0,6.236690059215197,82.72021493588765,0.42545078367668854,91,0.5316753752438972,85,0.5471437928232783,87,0.0005821565809122146,82,0.33339263483830656,95,0.45089433443609461,96,0.4069565718720823,64,2604.1250392553088
Columbia_SC,167,693939.0,34.349993299122836,63.67303177945035,0.4328704901731628,86,0.590319418673473,56,0.6322666791942901,48,0.0005720038746817637,84,0.45463785956937885,73,0.6166476887967034,62,0.29498310561453767,88,2479.5157636903127
Columbus_OH,406,1626497.0,10.284002983098032,87.39622636869296,0.5237924051632643,25,0.6241124801146527,32,0.6598643512699303,32,0.001275346435946561,49,0.59465174959061107,26,0.76599536830092396,21,0.5279517544122423,34,2106.8426028747654
Dallas-Fort-Worth-Arlington_TX,905,4131589.0,13.431127829994708,70.8771128977253,0.47768858413082627,59,0.6239728914898264,33,0.6493855697494003,38,0.0006778348482231206,75,0.49570562809203927,53,0.65154343825556038,55,0.5167585913756177,37,2418.4908958369551
Dayton_OH,228,922046.0,12.296566548740518,85.74203456226695,0.5795930637747324,8,0.6967445937993701,11,0.7350838619603013,12,0.0020260820067994198,26,0.6792835915119626,11,0.82038063142982132,10,0.7127934167393702,7,1762.0776701178229
Denver-Aurora-Lakewood_CO,546,1786543.0,5.218346269863082,79.44348386800654,0.46893773027711255,65,0.5937107198778663,50,0.6079752675704581,65,0.0008909917501997449,64,0.43029442381343186,79,0.5811833014678075,78,0.5474215421798664,30,2272.412105047124
Des-Moines-West-Des-Moines_IA,125,478302.0,3.102851336603234,93.87667206074823,0.4926500664760941,42,0.5515416544572429,78,0.5796101462053214,79,0.0025625445304650104,12,0.49814322864245908,51,0.65719371932353232,52,0.5354873120505182,32,1611.8014874493695
Detroit-Warren-Dearborn_MI,1193,4424691.0,21.35353632603949,75.00871812291525,0.6720892131054417,1,0.7932867527339513,1,0.8203788758882113,1,0.0026030413959846413,11,0.77507120482422265,1,0.8807050321433324,1,0.7654680012416547,3,1605.4297422428112
"Duluth,MN-WI",91,265245.0,0.4814416859884258,96.3599690851854,0.47984602982503366,55,0.5075663893795431,98,0.5223719538331864,95,0.004409416191875839,1,0.36337584616772689,91,0.47659032748611069,93,0.2322361476260255,92,1431.9711213414869
El-Paso_TX,102,629158.0,3.3021911825010566,25.853601162188195,0.40969095738495653,99,0.554255535709125,76,0.5938711657401095,71,0.00041121660167256155,97,0.45695632266610064,72,0.58973646753573417,73,0.10425900133410958,100,3133.0138425792434
Flint_MI,116,505061.0,16.658977826440765,80.05765640189996,0.5796403612561837,7,0.7057763454026812,8,0.7720994246497797,4,0.0021859496279825765,19,0.71069125794543331,3,0.83097628371293397,7,0.5925466601068725,22,1652.1962575520754
Fort-Wayne_IN,121,440812.0,6.870275763817682,90.55379617614764,0.5377278705660734,19,0.6313171419199283,24,0.6580344161132006,33,0.002685460663120679,10,0.61592642110186335,20,0.76298216546964992,22,0.75155142029626,6,1418.5488054613613
Fresno_CA,124,660877.0,4.737795384012456,51.072438592960566,0.4253979594565487,92,0.5967893773247793,48,0.6378938496358119,44,0.0004995835414599955,89,0.44180914377860731,74,0.58499200117965688,76,0.39805617316756586,66,2278.8949608639018
Grand-Rapids-Wyoming_MI,201,935360.0,4.553861614779336,91.1766592541909,0.5098733872510185,33,0.5932090266075877,53,0.6221709080007887,57,0.001892509563684141,30,0.52223461167519269,44,0.66684032615742872,48,0.646872788213987,16,1585.2557149526554
Greensboro-High-Point_NC,167,687816.0,19.26343673307978,78.89232003908022,0.47722052623317307,61,0.6037290005482207,43,0.6563068109369452,34,0.0011348442862810554,54,0.48802241136336472,55,0.66498171192672728,50,0.45721366041568035,56,1825.6613985580927
Greenville-Anderson-Mauldin_SC,188,771306.0,16.801373255232036,81.9070511573876,0.43469705743958376,84,0.543260862282124,83,0.5832913082569038,73,0.0008210155745023295,68,0.43124630644464879,78,0.58437798648629335,77,0.28525199127190204,90,1879.11127718803
Harrisburg-Carlisle_PA,129,610598.0,6.329860235375811,91.11559487584303,0.5249198495585311,24,0.604927293589923,42,0.6526157642059855,36,0.0016875575810733896,38,0.63954264890956702,17,0.78209632710845078,18,0.4851002532897536,50,2894.5750969715214
Hartford-West-Hartford-East-Hartford_CT,336,1355747.0,6.864260072122601,85.40052089364755,0.551049795256068,14,0.6629587668614803,16,0.6877780574626243,21,0.0018429954536630325,31,0.6054451694644265,22,0.75234175108481371,25,0.664833397481296,13,1742.3105114031496
Houston-The-Woodlands-Sugar-Land_TX,806,3750701.0,17.456550122230485,58.09849945383543,0.450372751139643,75,0.6167012595601281,39,0.6458680835282397,41,0.00040748821525439884,98,0.49731940874119906,52,0.65519296847689357,53,0.3857682372068593,67,3077.9425621082296
Huntsville_AL,97,371121.0,16.85838311494095,80.36193047550529,0.4443293965885189,77,0.5665071606254168,66,0.6203861612303159,60,0.0010113174150055198,59,0.51869487277433501,47,0.66564013707924019,49,0.43986496336960157,60,1821.2260767335097
Indianapolis-Carmel-Anderson_IN,374,1558436.0,11.716361788357045,86.52482360520419,0.5660039094505877,12,0.6763898704458271,14,0.7185649512398876,13,0.002153610277634211,22,0.68196978448266754,9,0.82874719815798037,9,0.6594931707222855,14,1745.8405057181203
Iowa-City_IA,42,160506.0,1.325184105267093,94.129191432096,0.4681194566839525,66,0.5125963610942271,95,0.53863054098039,91,0.0021947421632567557,18,0.42482349705106842,80,0.55490018544933972,81,0.10453987471181367,99,1416.9883244277723
Ithaca_NY,34,141287.0,2.2755101318592654,91.94830380714433,0.46289946763670486,68,0.5284847759579118,87,0.5556181627485639,86,0.0019353952390986345,28,0.48887240730349196,54,0.60342434506254694,65,0.33993140778760494,81,1034.8901405179085
"Jacksonville,FL",168,919116.0,19.703932909447776,76.0032465978179,0.49146338443356974,44,0.6279465180959931,27,0.6670062396636862,29,0.0007150237791427097,71,0.48735090551723681,56,0.65259484881947649,54,0.49531790325384023,47,2928.7784276437319
Kansas-City_MO-KS,489,1729840.0,11.603269666558756,84.20218054849003,0.5449899508257579,17,0.6526475797830379,19,0.6720316670557664,26,0.0015458613805071787,41,0.60510555692201173,23,0.74880096716936451,26,0.557901695262484,26,2211.0104030804787
Kingsport-Bristol-Bristol_TN-VA,68,275678.0,1.8764645709849899,97.34291455974,0.4861383391485637,47,0.506756163043752,99,0.5192324293851736,99,0.0038443794672888094,2,0.38741605349960001,84,0.53243529455859484,84,0.06348638969247834,101,1848.1292985013897
Knoxville_TN,192,782907.0,5.04031768779689,93.559388279834,0.5057771134715966,37,0.5695783910633209,64,0.6032128201618221,66,0.00227833963604948,16,0.51216451046702638,49,0.68771968987138998,41,0.524774456071161,35,1932.2026347904807
Lafayette-West-Lafayette_IN,68,242730.0,1.1712602480121947,95.34379763523256,0.47518830873722406,62,0.5201867975938117,90,0.5415837708999978,90,0.0023587304677417237,13,0.4640428013640634,66,0.60078757722356535,69,0.4207358768491044,63,1263.5234975625635
Lancaster_PA,123,549519.0,2.0810927374667667,93.84370695098805,0.5293219396524995,22,0.5998512698969429,46,0.6287385740222612,52,0.0031443579503264703,7,0.54135564760330768,40,0.68195572027873619,42,0.6334945570828965,17,1695.8152523833903
Lansing-East-Lansing_MI,116,432674.0,7.118754535747468,86.39830449715028,0.4577293261856562,70,0.5525545773803812,77,0.5757709675438709,82,0.0012695863666535349,51,0.45955215057020821,71,0.60124960683762163,68,0.4538952832796467,57,1671.8828991167702
Las-Vegas-Henderson-Paradise_NV,136,790129.0,8.949677837416422,76.10491451395912,0.41845276449645674,95,0.5464591394554722,82,0.5605091265177973,85,0.00041669075177439084,96,0.33352848822086018,94,0.45515229090465198,95,0.3754375467279383,71,3120.9510050598356
Lexington-Fayette_KY,111,441624.0,8.761978515660381,89.35248084343243,0.4798483956374501,54,0.5726265074183284,62,0.6198546350902115,61,0.0012970643221975576,48,0.47795124010568041,58,0.64507737626168293,56,0.34451083054458875,78,2018.3421721637651
Lincoln_NE,66,263493.0,1.761716630043303,94.78999442110417,0.4725730058601671,64,0.5138136462833209,94,0.5206904069719461,97,0.0021841918069164645,20,0.36722724168410614,90,0.49874559912658228,90,0.48302158889902364,51,1764.5095134350381
Little-Rock-North-Little-Rock-Conway_AR,144,634407.0,17.487196704954393,80.79355997017687,0.482463176105831,52,0.6035290524590686,44,0.6525342733388743,37,0.0010303968592985937,58,0.57008778838066942,33,0.73016380633835831,28,0.5219001864002093,36,2344.9220438912425
Los-Angeles-Long-Beach-Anaheim_CA,2157,11581657.0,8.524807805998744,46.53124332727174,0.4967281739508861,41,0.6626290407089266,17,0.6783451603265217,24,0.0004699948556624642,92,0.55016389136201449,38,0.70133004567213408,39,0.6040527077891462,21,2654.3920263716636
Louisville-Jefferson-County_KY-IN,299,1155568.0,11.395954197416335,87.12624440967559,0.5470576836835136,15,0.6529195251898392,18,0.6966892470312149,19,0.001461138337429541,43,0.64524513735677769,16,0.79667789757733787,15,0.44255228506522615,59,1784.8653865532249
Madison_WI,147,584872.0,1.87972753012625,95.00608680189853,0.47916877541573377,56,0.5263484392086318,88,0.5468256118770969,88,0.0020379562589033836,25,0.47077882886989303,63,0.60710983803061069,64,0.357905789059742,75,1760.0987749892174
McAllen-Edinburg-Mission_TX,72,424684.0,0.12809524258036564,13.981454446129357,0.4267730409616181,89,0.5178201487960427,93,0.5459639764551637,89,0.0005187372247630239,87,0.37676377631839075,87,0.51563909099031424,88,0.13933667850687295,96,3187.6901841108311
Miami-Fort-Lauderdale-West-Palm-Beach_FL,648,4093329.0,16.253543265151666,54.56502519098758,0.5098672967627331,34,0.6750340565874396,15,0.7085896227260757,17,0.000227936435578597,101,0.6152749185992189,21,0.76790876934044372,20,0.5777090483321949,23,5034.9481554393487
Milwaukee-Waukesha-West-Allis_WI,408,1508495.0,12.959539143318342,81.77348947129424,0.6168137421524662,3,0.734104066811077,4,0.7511567204824112,8,0.002218214109252327,17,0.703429819397278,4,0.84222240004871485,3,0.8375467997922994,2,1939.1875486280551
Minneapolis-St-Paul-Bloomington_MN-WI,728,2788383.0,3.1819158272016437,92.13074387557234,0.4970907653358567,40,0.5639511158188062,68,0.5831380683952653,74,0.0021813539773044856,21,0.47660129731488549,60,0.6308574392287839,59,0.5648918409995504,25,1771.0970962451222
Mobile_AL,121,378579.0,31.038435835056884,66.72345798367051,0.5550094513108399,13,0.6994879137469494,10,0.7423230115440285,9,0.0015710917227131525,40,0.65940715374833148,15,0.79285309580919472,16,0.47480901228966904,53,1602.0208946181856
Nashville-Davidson--Murfreesboro--Franklin_TN,239,1103028.0,14.75239069180474,83.36542680693509,0.5054230860789461,39,0.6194305883135349,36,0.6638622451004379,31,0.0009974394874551257,61,0.54619090747259103,39,0.70877182649236048,36,0.49957640091894817,45,2494.5555806668203
New-Haven-Milford_CT,215,947427.0,8.525828375167691,84.32343600087394,0.5204593665409564,27,0.6380099396263147,23,0.6837319676622468,22,0.0014532014207588539,44,0.5874313040127852,29,0.71929609740452127,33,0.5775285305499888,24,1772.4611108041672
New-Orleans-Metairie_LA,409,1403975.0,33.163624708417174,61.027368720953014,0.4789573861768511,57,0.6417822414549461,22,0.7053932648803964,18,0.0008238577161561231,67,0.59292048809459119,27,0.7553935488839375,24,0.37741759400960817,70,2059.1675328003012
"New-York-Newark-Jersey-City,NY-NJ-PA",4618,17411510.0,16.698172645566064,62.58033909752802,0.5746768545939753,10,0.7243428065028025,6,0.7610237336587642,6,0.0010379931944622565,57,0.66052715223515457,14,0.80530616122845033,14,0.5107986119324961,41,2301.1545707020896
Oklahoma-City_OK,347,1083983.0,9.453100279247922,80.94222879879112,0.44519441755843253,76,0.5567026971813847,73,0.5796555703171298,78,0.0010006031395315299,60,0.37596995404026634,88,0.50218542984318082,89,0.3985756531308959,65,1897.7096548710936
Omaha-Council-Bluffs_NE-IA,204,760344.0,6.711172837557737,89.70544911250697,0.509037902217449,35,0.5961698187739822,49,0.6161679611089542,63,0.0018380943220045877,33,0.56285318713251087,36,0.72357929009781341,32,0.6765201455539468,9,1799.770085598434
Orlando-Kissimmee-Sanford_FL,250,1378451.0,11.104856102973555,79.0407493628718,0.42582422032578354,90,0.5493578365465019,80,0.5825038149844363,75,0.0004368304040227762,95,0.38360977233256532,86,0.53361941479581931,83,0.3716768626541547,73,3264.0479134939183
Philadelphia-Camden-Wilmington_PA-NJ-DE-MD,1474,5759663.0,17.60570019461208,76.7830166452447,0.6010109536074639,4,0.735549932225173,3,0.7698305751540941,5,0.0012032480992798548,52,0.66686164684676041,12,0.8140632978217649,13,0.6743664877057378,10,2433.7266124588346
Phoenix-Mesa-Scottsdale_AZ,509,2316291.0,3.2402664432059707,75.8873561223525,0.4504778573792406,74,0.5879422132795304,58,0.6254534614262135,55,0.0006959351382342056,73,0.46203414708580959,68,0.61564011331306245,63,0.43866246728074576,61,2093.1607399343584
Pittsburgh_PA,859,2709694.0,6.672672264838761,91.99828467716281,0.5363215766664502,21,0.6155752317515659,40,0.6681061045676726,28,0.003425854064230465,5,0.62702157763848321,19,0.77780096311648872,19,0.5108657093203127,40,1950.524830781947
Port-St-Lucie_FL,75,325771.0,10.989314579873593,83.72814031942684,0.5107918816188921,32,0.6306687596670052,25,0.7159802249797309,15,0.0013397079088791303,47,0.58845320655786693,28,0.72923371904782597,30,0.37947209208557464,69,2490.7065819071413
Portland-South-Portland_ME,138,533739.0,0.47101673289753987,97.92164335002688,0.4869089288943255,46,0.5028092300421523,100,0.5040736927017286,100,0.0036711786271702847,4,0.26099376316769213,100,0.35146412698419621,100,0.2895969048315554,89,2331.4924347673618
Providence-Warwick_RI-MA,363,1640024.0,2.6152666058545484,91.24195743476925,0.5110678294069366,31,0.59330430611836,52,0.6296187804391522,51,0.0018418136496265087,32,0.53132218962222022,42,0.66986474675661134,47,0.5571679607095724,27,2157.5684889164149
Raleigh_NC,138,667787.0,21.63444331800409,75.37687915458072,0.4228624635421235,93,0.5514027367320404,79,0.5814525255339283,77,0.0005814686962916178,83,0.36103879355563639,92,0.49790719398108035,91,0.31266319977342644,85,2252.4927460817757
Reno_NV,79,300733.0,1.90966737936974,84.03567283936249,0.41801080950756864,96,0.5195672363704712,91,0.5327949615530863,94,0.0006188550177429286,78,0.27893378497823285,98,0.37520339732287455,98,0.3291202303264885,84,2853.4545062874245
Rochester_NY,288,1144151.0,8.084859428519488,87.51327403463354,0.5255808212573079,23,0.6206041600493356,34,0.6374087233661466,45,0.001834723868563301,34,0.58249709367334745,31,0.73392584103718295,27,0.7637601701340446,4,2046.4043487709118
Sacramento--Roseville--Arden-Arcade_CA,335,1591240.0,6.250157110178225,74.0014077071969,0.42809621680965465,88,0.5693807355921108,65,0.583944566468269,72,0.0004832035598328144,91,0.39291811225829226,83,0.52421857029868968,86,0.49763518124633926,46,2427.7902659060842
Salt-Lake-City_UT,180,809598.0,0.695159820058844,89.9557558195549,0.45416734291800487,73,0.5227125649748684,89,0.5337385264704707,93,0.001106599967232978,55,0.31051620081484127,97,0.43377708727337966,97,0.34071605267364424,80,2093.5749810100215
San-Antonio-New-Braunfels_TX,304,1504691.0,5.898885551917304,46.52603092595091,0.4604855087090759,69,0.6298748144531545,26,0.6483415281752856,40,0.0004983285959917882,90,0.48648967544931404,57,0.64301471593499104,57,0.4891541193216049,48,2573.9085984963986
San-Diego-Carlsbad_CA,444,2539409.0,5.745037526448083,65.51906368765331,0.44357180199081075,78,0.6050972168988865,41,0.622947514089784,56,0.00030284421939250615,100,0.43632720803686847,75,0.57554416527140262,79,0.5079340380634516,43,3368.1569082424462
San-Jose-Sunnyvale-Santa-Clara_CA,520,1718336.0,3.602787813326381,57.082898804424744,0.42160432761452726,94,0.591774466510848,55,0.617351649680139,62,0.00046406168475545746,93,0.41773415340630943,81,0.54791156970839694,82,0.529173812870304,33,2988.1062287937843
Santa-Cruz-Watsonville_CA,114,254185.0,1.0295650805515668,73.32061293939454,0.4674176475054475,67,0.6196662708659768,35,0.6329654739574899,47,0.0006119912471293854,79,0.47719348344527285,59,0.59903137048341881,70,0.8618474333470861,1,2935.0563254919666
Santa-Fe_NM,41,167590.0,0.43499015454382717,44.807566083895225,0.38622775828883926,101,0.5553361284922236,75,0.6305911349858796,50,0.0005059439154661717,88,0.46915504612545467,64,0.60254076164010562,66,0.29659976423990375,87,2370.5006165599798
Sarasota-Bradenton-Punta-Gorda_FL,86,489480.0,5.684808368064068,90.43474707853233,0.4843968042356983,49,0.5568265068907091,72,0.621908816805612,58,0.001202029836959784,53,0.5695786489633281,34,0.70278442561900989,37,0.19347410721414823,95,3040.812731959847
Savannah_GA,87,309822.0,34.97718044554615,62.30674387228796,0.4340580380116555,85,0.5927728948181802,54,0.6396135673910973,43,0.0004599537849595064,94,0.52977072876454434,43,0.7004303081659734,40,0.10711530038751452,98,2711.4417855599222
Seattle-Tacoma-Olympia_WA,517,2557947.0,4.7041631433333055,84.86012415425338,0.45477319591314475,72,0.5582601260908868,70,0.5782518796635236,81,0.0006825981603269139,74,0.35408996944937227,93,0.49137532781936089,92,0.4452995771622509,58,2334.6257101496699
South-Bend-Mishawaka_IN-MI,85,296529.0,9.320167673313572,87.30275959518293,0.4774100974906104,60,0.5632134560121579,69,0.5968675588020025,69,0.0016921584303327642,37,0.51939180680357377,46,0.670699315978871,46,0.3727588279143408,72,1844.54847895388
St-Louis_MO-IL,521,2694433.0,15.795976370538812,82.0731857129125,0.5863625795951557,6,0.7047875894985367,9,0.7389125218014554,10,0.001271513131228395,50,0.69641621273324994,5,0.83561071101489737,4,0.6258925587280002,18,3028.6446946088386
Syracuse_NY,213,767369.0,5.121395313076238,91.960712512494,0.5206436090301034,26,0.6028628482180357,45,0.6317710112062086,49,0.002311907534138652,15,0.58350467266971684,30,0.72420210548507724,31,0.614899010855684,20,1676.2981193554099
Tallahassee_FL,70,304964.0,30.387521150037383,66.10747498065346,0.4114373863844013,98,0.5648480213425086,67,0.6274134872607632,53,0.0005377326644481327,85,0.46077188214451981,70,0.59756103586964737,71,0.11351489417475166,97,2826.2682421041586
"Tampa-St-Petersburg-Clearwater,FL",408,2067827.0,8.76538511200405,83.13906337425713,0.4849389483909314,48,0.593680093030771,51,0.6208849073144632,59,0.0007414978851915301,70,0.51709587961931514,48,0.67353547882717868,44,0.5142634363283615,39,3082.5036504738
Toledo_OH,188,720812.0,9.679084143993164,85.83847105764055,0.5184116210313717,29,0.6264859752887726,29,0.6546967815974487,35,0.0018236553474589203,35,0.57697696161392298,32,0.71515085109520726,34,0.7084528724693453,8,1440.9377706533437
Tucson_AZ,126,714733.0,2.8793969216476643,67.71283822070619,0.44316357106031423,79,0.5990939179996606,47,0.635283920653609,46,0.0005195089370848546,86,0.46157614505265371,69,0.59010228942590559,72,0.5145583559607041,38,2459.9564834650428
Tulsa_OK,260,882650.0,7.545799580807795,81.96612473800488,0.438861289222724,82,0.5477559786868366,81,0.5756005445305095,83,0.0009772941660319045,62,0.33327860557578465,96,0.46286843926607224,94,0.3412599704128003,79,1632.3202650316928
Tuscaloosa_AL,64,276233.0,33.47536318977096,65.37271071884967,0.44236518177117157,80,0.5893163524770859,57,0.6422889581283721,42,0.0005900922624423857,81,0.50107102141427462,50,0.65828910611007674,51,0.23757371382935602,91,2739.4762778859044
"Virginia-Beach-Norfolk-Newport-News,VA-NC",334,1432687.0,28.31490758274487,66.8632436812786,0.416486964483745,97,0.570438183222592,63,0.6023425677005709,67,0.0003742305868642287,99,0.43217488433912049,77,0.60178305619043571,67,0.30151835738744553,86,3088.1761711483605
Washington-Arlington-Alexandria_DC-VA-MD-WV,1084,4425398.0,24.350578185284125,65.51801668460102,0.4923226792729283,43,0.6481305522944625,20,0.6644708375586486,30,0.0006311545708634631,77,0.52153548232756008,45,0.67814845132943435,43,0.5451788493793405,31,2568.5072789691453
Wichita_KS,147,579561.0,6.336175139459005,87.32316356690669,0.4823640776827508,53,0.5746151439723644,61,0.6125711573514099,64,0.0013613584352419833,46,0.46777378400982361,65,0.63064560793854207,60,0.5096007044316285,42,1907.2992329508745
York-Hanover_PA,104,491511.0,2.74113905894273,95.13154334287533,0.5090178554161318,36,0.5569892914803135,71,0.582053364413222,76,0.0032139664941355024,6,0.56506548252856081,35,0.67149123587491544,45,0.43002523467262466,62,2077.2935992277912
Youngstown-Warren-Boardman_OH-PA,196,756438.0,8.360103537897356,89.99521441281374,0.5368719293542107,20,0.6256497345174297,30,0.6686970699816226,27,0.0023500463651353583,14,0.68352916907224182,8,0.81461598508007493,12,0.5527636528287927,28,2286.6419636008004
